netuid,name,alpha_price,change_1h,change_1d,change_7d,liquidity_tao,flow_24h,flow_7d,emission,drawdown,score
14,TAOHash,0.009242731,-0.001850068301059559,0.18836133551081075,-0.08437348927672948,47634.995816217,70.435427476,0.0,0.0,0.8408701939001194,0.0
79,MVTRX,0.010444473,1.1187815951627058,-1.148009198383951,40.59803960501333,21803.691569392,1929.536118342,0.0,0.0,6.692072516335017,0.0
50,Synth,0.009611931,-1.1190234291576293,0.19934726098969144,5.816049389103885,30233.912405802,4011.511724467,0.0,0.0,9.143963652488479,0.0
1,Apex,0.010433836,0.538187430062277,1.5233411025759933,-4.3034587405132,57405.779235477,4034.82170062,0.0,0.0,6.088879897350249,0.0
11,TrajectoryRL,0.011606709,0.21491444607401014,1.085729937480649,-6.492320327139264,47631.102360405,1284.395441084,0.0,0.0,11.661191201525353,0.0
28,gm,0.011736209,-0.3033066670381724,-5.778336082754307,1.7359294026249934,28961.730226918,1428.595328033,0.0,0.0,9.651602119700724,0.0
85,Vidaio,0.012892499,0.14755890451884,-5.361970579370501,-3.3623387507644624,38804.669350206,7426.834190754,0.0,0.0,8.804083977191077,0.0
93,Bitcast,0.015631986,-0.4702263915986914,-0.13304957601228456,0.6338029710431637,40883.193251509,3886.944507576,0.0,0.0,8.913670256877802,0.0
19,blockmachine,0.013634599,-0.003579001732808892,0.4819665123957197,-5.9957644106664265,73966.278538903,492.217084543,0.0,0.0,6.606882801969062,0.0
34,BitMind,0.013556891,-0.003385617395729991,-0.1893744598333178,-2.5325072195328238,72114.944212161,245.202434302,0.0,0.0,2.5325072195328246,0.0
66,ninja,0.014429864,-1.8943809290125389,-7.592225173293428,10.925555259512128,28364.41555482,9490.410168689,0.0,0.0,13.353965507199995,0.0
24,Quasar,0.013338809,-0.08991212744871792,1.3384941061921678,-14.661999997185003,30603.141935062,5259.912459795,0.0,0.0,21.796511292203352,0.0
95,Unknown,0.034352993,-0.22295250140467163,-4.542624923574759,14.04907773209978,39900.067496863,2653.482781385,0.0,0.0,17.398367905255192,0.0
5,Hone,0.018024251,-0.005015213461409902,-1.485388787877231,-3.5341008145592547,75583.612813494,456.908391157,0.0,0.0,5.626515721544348,0.0
17,404—GEN,0.014208777,-0.003378079515346932,-3.64855535324456,-7.688447095080248,62272.884823092,1004.648922873,0.0,0.0,7.688447095080241,0.0
68,NOVA,0.020224221,0.18932424664138578,0.7784783293757882,19.166844073502936,77749.75858852,6775.466515111,0.0,0.0,5.61594848070744,0.0
62,Ridges,0.019220874,0.0313611640331477,-1.5498383073160817,-26.457310122805733,78631.335626047,8140.12590072,0.0,0.0,27.567022050333534,0.0
75,Hippius,0.022295968,0.5782263886680981,-0.700990729050667,-6.592126831114921,73463.322771236,3874.912063194,0.0,0.0,10.993893149904777,0.0
56,Gradients,0.021457232,0.013372571350638561,-0.4924681491924404,-1.097598749225641,115653.930305611,654.185201673,0.0,0.0,2.3941851154190323,0.0
