netuid,name,alpha_price,change_1h,change_1d,change_7d,liquidity_tao,flow_24h,flow_7d,emission,drawdown,score,ml_prob_up,ml_return_pred
118,Ditto,0.007158705,-2.593362986048057,-9.694987581445321,10.718431225771129,7921.43757246,2286.234571658,0.0,0.0,27.720866753565925,0.0,,
125,8 Ball,0.005486395,-0.003736375897641527,-0.45813900239601746,-3.744044964400493,15286.674801325,50.946823955,0.0,0.0,3.7440449644004934,0.0,,
69,Unknown,0.003492592,-0.17223943854401938,0.2629014931817281,7.081774288296708,13203.724071091,283.114320502,0.0,0.0,10.755307784768476,0.0,,
40,Chunking,0.003467016,-0.5957062245379815,0.9188609698470273,0.3388409947825201,14243.903842891,2709.343884845,0.0,0.0,4.823350294305362,0.0,,
103,Djinn,0.005446513,0.8944414918300058,-0.6657105015599085,-0.9611104403269612,10071.862469655,1372.931831286,0.0,0.0,7.847703536889997,0.0,,
73,gn,0.004277127,0.07091558074502773,-1.2622679778364958,9.595707112183774,16079.220585612,273.450025098,0.0,0.0,1.8151493530852478,0.0,,
72,StreetVision by NATIX,0.003530669,-2.173660663447229,1.4657441260166924,5.137134784685404,15937.679620374,796.311228462,0.0,0.0,2.181714781373145,0.0,,
107,Minos,0.029787542,-0.7455725507107357,-8.780426259318316,24.873814219216023,7965.183917333,3594.409942284,0.0,0.0,16.441794073991666,0.0,,
121,sundae_bar,0.006305568,-0.8017579397067458,-1.9411264324558852,1.5587092559565945,14693.398504765,483.059097685,0.0,0.0,4.642944942822651,0.0,,
23,Trishool,0.003909532,-1.0211235067527624,-1.5296467765485562,12.579646676443934,13485.67866891,277.962611499,0.0,0.0,6.291853126655367,0.0,,
45,Talisman AI,0.003965132,-0.002042765420167845,-2.6324700693827987,-1.8935036857371264,15959.842841698,204.902519714,0.0,0.0,3.030199279145853,0.0,,
20,GroundLayer,0.004168831,-0.9622422544178594,0.012762999967132876,2.431224681397475,17266.382634415,898.737445308,0.0,0.0,8.98649829856609,0.0,,
105,Beam,0.011914539,-0.6302777872763469,3.837671603511775,1.4216952081395868,8954.56253093,1899.644381088,0.0,0.0,17.683785369556045,0.0,,
88,Investing,0.003937963,0.20991349497698814,6.359539133142706,8.956815841329938,13240.690650431,2904.833261049,0.0,0.0,7.718064886663739,0.0,,
37,Aurelius,0.003931777,-0.000127168800304798,-2.3350014990887478,-2.5453176342748622,17243.75830771,131.637405555,0.0,0.0,4.666305871695681,0.0,,
